X_DIN_UTIL;X_LIB_DIN_UTIL;X_TYPE_DIN_UTIL;X_ABR_T_UTI;D_DEB_VAL;D_FIN_VAL;X_USER_CRE;D_MODIF;X_USER_MOD
3.3.W4;SALLE BLANCHE;3-3;LABORATOIRES DE TECHNOLOGIE;21.11.2006 14:24:17;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
3.4.W2;SALLE BLANCHE;3-4;LABO DE PHYSIQUE, ELECTROTECHNIQUE;21.11.2006 14:44:56;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
3.4.W3;SALLE BLANCHE;3-4;LABO DE PHYSIQUE, ELECTROTECHNIQUE;21.11.2006 14:45:45;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
3.4.W4;SALLE BLANCHE;3-4;LABO DE PHYSIQUE, ELECTROTECHNIQUE;21.11.2006 14:46:27;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
3.5.W2;SALLE BLANCHE;3-5;LABO CHIMIE, BACTERIOLOGIE, MORPHOLOGIE;21.11.2006 14:50:17;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
3.5.W3;SALLE BLANCHE;3-5;LABO CHIMIE, BACTERIOLOGIE, MORPHOLOGIE;21.11.2006 14:50:59;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
3.5.W4;SALLE BLANCHE;3-5;LABO CHIMIE, BACTERIOLOGIE, MORPHOLOGIE;21.11.2006 14:51:34;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
4.1.G;DEPOT GAZ;4-1;LOCAUX DE STOCKAGE;23.11.2006 09:46:00;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
2.1.B;SECRETARIAT-RECEPTION-ACCUEIL;2-1;BUREAUX;24.11.2006 14:26:20;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
5.3.M;LABO TP BIOL. POLYV.;5-3;LOCAUX D'ENS.ET D'EX.SPEC.SANS MOB.FIXE;27.11.2006 15:12:24;;PPICHON;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
2.6.A;LOCAL DE COMMANDE ET CONTROLE;2-6;LOCAUX DE CONTROLE;28.11.2006 13:09:16;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
2.8.A;BUREAUTIQUE-REPROGRAPHIE;2-8;LOCAUX DE BUREAUTIQUE;04.12.2006 10:41:08;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
2.8.B;SERVEURS-INFORMATIQUE;2-8;LOCAUX DE BUREAUTIQUE;04.12.2006 10:41:41;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
2.8.D;PHOTO-CHAMBRE NOIRE;2-8;LOCAUX DE BUREAUTIQUE;04.12.2006 11:01:31;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
3.5.G6;LABO D'ANALYSES BIOCHIMIQUES;3-5;LABO CHIMIE, BACTERIOLOGIE, MORPHOLOGIE;16.02.2007 14:33:10;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
2.5.A;RECEPTION-ACCUEIL;2-5;GUICHETS;26.11.2001 16:26:03;;LOCAUXII;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
4.4.A;RECEPTION-EXPEDITION;4-4;LOCAUX DE RECEPTION, EXPEDITION;26.11.2001 16:26:03;;LOCAUXII;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
4.4.B;RECEPTION-EXPEDITION;4-4;LOCAUX DE RECEPTION, EXPEDITION;26.11.2001 16:26:03;;LOCAUXII;16.01.2014 22:42:03;CADI_LOC_INTERF_AFM;
4.1.H;RESERVE REST.-CAFET.;4-1;LOCAUX DE STOCKAGE;26.11.2001 16:26:04;;LOCAUXII;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
1.5.A;RESTAURANT AVEC SERVICE A TABLE;1-5;LOCAUX DE RESTAURATION;26.11.2001 16:26:04;;LOCAUXII;25.10.2010 22:43:37;CADI_LOC_INTERF_AFM;
7.7.Z12;ABRI-BUREAU;7-7;LOCAUX DE PROTECTION CIVILE;02.04.2004 16:06:36;;PPICHON;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
7.7.Z15;ABRI-REFECTOIRE;7-7;LOCAUX DE PROTECTION CIVILE;02.04.2004 16:06:53;;PPICHON;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
7.7.Z14;ABRI-LOCAL MACHINES;7-7;LOCAUX DE PROTECTION CIVILE;02.04.2004 16:07:22;;PPICHON;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
7.7.Z2;ABRI-DESINFECTION;7-7;LOCAUX DE PROTECTION CIVILE;02.04.2004 16:07:39;;PPICHON;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
7.7.Z4;ABRI-PRENETTOYAGE;7-7;LOCAUX DE PROTECTION CIVILE;02.04.2004 16:07:54;;PPICHON;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
9.3.B;ASCENSEUR YC LOCAL TECHNIQUE;9-3;GAINES POUR INSTALLATIONS DE TRANSPORT;06.05.2004 10:37:57;;PPICHON;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
7.7.Z16;ABRI-ENGINS;7-7;LOCAUX DE PROTECTION CIVILE;02.04.2004 16:08:08;;PPICHON;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
7.1.N;VESTIAIRES-DOUCHES-WC;7-1;LOCAUX SANITAIRES;04.06.2004 16:44:10;;RFAZAN;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
3.3.B;LABO INFORMATISE;3-3;LABORATOIRES DE TECHNOLOGIE;14.06.2004 15:30:08;;PPICHON;16.01.2014 22:42:03;CADI_LOC_INTERF_AFM;
9.1.Q;SAS;9-1;COULOIRS, HALLS;26.11.2001 16:26:04;;LOCAUXII;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
2.3.A;CONFERENCES;2-3;LOCAUX DE CONFERENCES;29.06.2004 14:47:44;;EBELING;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
4.6.A;ESPACE FORUM;4-6;LOCAUX D'EXPOSITION SUP4;03.08.2004 11:54:34;;EBELING;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
7.1.U;VESTIAIRES-WC DAMES-DOUCHES;7-1;LOCAUX SANITAIRES;09.07.2004 11:45:34;;EBELING;16.01.2014 22:42:03;CADI_LOC_INTERF_AFM;
9.4.Z;ABRI-CIRCULATION PARKING;9-4;SURFACE POUR VEHICULES;21.07.2004 10:59:22;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
2.3.E;CONFERENCES MULTIMEDIA;2-3;LOCAUX DE CONFERENCES;03.08.2004 11:47:00;;EBELING;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
5.8.A;LOCAL D'EXPOSITION;5-8;LOCAUX D'EXPOSITION SUP5;26.11.2001 16:26:04;;LOCAUXII;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
7.1.I;WC-DOUCHES;7-1;LOCAUX SANITAIRES;26.11.2001 16:26:05;;LOCAUXII;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
7.1.H;WC DAMES + HANDICAPES;7-1;LOCAUX SANITAIRES;26.11.2001 16:26:05;;LOCAUXII;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
7.1.T;VESTIAIRES-WC HOMMES-DOUCHES;7-1;LOCAUX SANITAIRES;26.11.2001 16:26:05;;LOCAUXII;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
7.1.F;WC HANDICAPES;7-1;LOCAUX SANITAIRES;26.11.2001 16:26:05;;LOCAUXII;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
7.1.G;WC HOMMES + HANDICAPES;7-1;LOCAUX SANITAIRES;26.11.2001 16:26:05;;LOCAUXII;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
7.3.A;DECHETS;7-3;DEBARRAS;12.06.2002;;PPICHON;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
7.1.Y;DOUCHES ET LOCAL NETTOYAGE;7-1;LOCAUX SANITAIRES;12.06.2002;;PPICHON;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
7.9.0;LOCAUX SECOND;7-9;LOCAUX SECONDAIRES DIVERS;08.11.2011 22:35:37;;CADI_LOC_INTERF_AFM;;;
4.9.0;RACINE;4-9;SURF. DE STOCKAGE DIVERSES;15.11.2011 22:36:15;;CADI_LOC_INTERF_AFM;12.02.2013 22:55:25;CADI_LOC_INTERF_AFM;
2.9.0;BUREAUX;2-9;SURF. DE BUREAU DIVERSES;01.02.2013 22:58:27;;CADI_LOC_INTERF_AFM;;;
4.9.A;STOCKAGE, RECYCLAGE-DECHET;4-9;SURF. DE STOCKAGE DIVERSES;05.02.2013 22:56:14;;CADI_LOC_INTERF_AFM;12.02.2013 22:55:25;CADI_LOC_INTERF_AFM;
4.1.DP1;STOCKAGE P1;4-1;LOCAUX DE STOCKAGE;04.03.2013 22:54:12;;CADI_LOC_INTERF_AFM;;;
4.3.BP1;LOCAUX A TEMP CONTROLLEE DANGER P1;4-3;LOCAUX DE REFRIGERATION, CONGELATION;04.03.2013 22:54:12;;CADI_LOC_INTERF_AFM;;;
3.5.L4;BIOLOGIE LASER 4;3-5;LABO CHIMIE, BACTERIOLOGIE, MORPHOLOGIE;05.03.2013 22:54:55;;CADI_LOC_INTERF_AFM;;;
3.5.LB3;BIOLOGIE LASER classe 3B;3-5;LABO CHIMIE, BACTERIOLOGIE, MORPHOLOGIE;05.03.2013 22:54:55;;CADI_LOC_INTERF_AFM;;;
3.6.P1;ANIMALERIE;3-6;LOCAUX POUR ANIMAUX;19.06.2013 23:02:49;;CADI_LOC_INTERF_AFM;;;
5.3.IT;SALLE TP IT;5-3;LOCAUX D'ENS.ET D'EX.SPEC.SANS MOB.FIXE;19.02.2014 22:45:54;;CADI_LOC_INTERF_AFM;;;
8.9.A;AUTRES INSTALLATIONS TECHNIQUES;8-9;INST. TECHNIQUES DIVERSES;01.01.2006;;PPICHON;04.02.2010 00:06:59;CADI_LOC_INTERF_AFM;
8.2.B;SPRINKLER;8-2;ALIM. EN EAU;26.11.2001 16:26:04;;LOCAUXII;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
8.5.K;STATION MT;8-5;ALIM. EN COURANT ELECTRIQUE;26.11.2001 16:26:04;;LOCAUXII;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
5.7.B;STUDIO MOOCS;5-7;SCENES, STUDIOS;26.11.2001 16:26:04;;LOCAUXII;16.01.2014 22:42:03;CADI_LOC_INTERF_AFM;
5.7.A;AUDIO-VISUEL, PROJECTION;5-7;SCENES, STUDIOS;26.11.2001 16:26:05;;LOCAUXII;12.02.2013 22:55:25;CADI_LOC_INTERF_AFM;
8.5.D;TABLEAU ELECTRIQUE;8-5;ALIM. EN COURANT ELECTRIQUE;26.11.2001 16:26:05;;LOCAUXII;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
8.5.E;TRANSFORMATEUR;8-5;ALIM. EN COURANT ELECTRIQUE;26.11.2001 16:26:05;;LOCAUXII;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
8.7.A;VENTILATION-CLIMATISATION;8-7;INSTALLATIONS DE RENOUVELLEMENT D'AIR;26.11.2001 16:26:05;;LOCAUXII;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
7.1.K;VESTIAIRES-DOUCHES;7-1;LOCAUX SANITAIRES;26.11.2001 16:26:05;;LOCAUXII;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
2.3.B;CONFERENCES-BIBLIOTHEQUE;2-3;LOCAUX DE CONFERENCES;26.05.2003 11:05:09;;FAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
7.1.P;VESTIAIRES-WC HOMMES;7-1;LOCAUX SANITAIRES;26.11.2001 16:26:05;;LOCAUXII;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
7.2.0;VESTIAIRES;7-2;VESTIAIRES;26.11.2001 16:26:05;;LOCAUXII;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
7.2.A;VESTIAIRES D.;7-2;VESTIAIRES;26.11.2001 16:26:05;;LOCAUXII;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
7.2.B;VESTIAIRES H.;7-2;VESTIAIRES;26.11.2001 16:26:05;;LOCAUXII;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
7.3.0;DEBARRAS;7-3;DEBARRAS;22.07.2003 13:17:42;;FAZAN;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
7.1.L;VESTIAIRES-DOUCHES-DAMES;7-1;LOCAUX SANITAIRES;26.11.2001 16:26:05;;LOCAUXII;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
7.1.M;VESTIAIRES-DOUCHES HOMMES;7-1;LOCAUX SANITAIRES;26.11.2001 16:26:05;;LOCAUXII;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
8.9.C;VIDE TECHNIQUE;8-9;INST. TECHNIQUES DIVERSES;26.11.2001 16:26:05;;LOCAUXII;04.02.2010 00:06:59;CADI_LOC_INTERF_AFM;
7.1.C;WC;7-1;LOCAUX SANITAIRES;26.11.2001 16:26:05;;LOCAUXII;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
8.1.A;STATION DE RELEVAGE;8-1;COLLECTE DES EAUX ET LEUR EVACUATION;08.12.2003 08:23:54;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
1.5.C;CAFETERIA AVEC SERVICE DE METS;1-5;LOCAUX DE RESTAURATION;26.11.2001 16:25:59;;LOCAUXII;16.01.2014 22:42:03;CADI_LOC_INTERF_AFM;
9.1.C;COULOIR-HALL POLYVALENT;9-1;COULOIRS, HALLS;26.11.2001 16:26:00;;LOCAUXII;16.01.2014 22:42:03;CADI_LOC_INTERF_AFM;
3.2.D;ATELIER DE MECANIQUE;3-2;ATELIERS;26.11.2001 16:26:00;;LOCAUXII;16.01.2014 22:42:03;CADI_LOC_INTERF_AFM;
5.4.F;DOCUMENTATION;5-4;BIBLIOTHEQUE;26.11.2001 16:26:00;;LOCAUXII;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
7.1.W;DOUCHES + WC DAMES;7-1;LOCAUX SANITAIRES;26.11.2001 16:26:01;;LOCAUXII;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
6.1.A;INFIRMERIE;6-1;LOCAUX AVEC EQUIPEMENT MEDICAL GENERAL;26.11.2001 16:26:01;;LOCAUXII;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
6.7.A;PATIENTS;6-7;LOCAUX LITS ET EQ.GEN.DANS HOP.,M.CONVAL;10.10.2005 10:57:24;;ROY;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
8.8.A;MACHINERIE ASCENSEUR_MONTE-CHARGE;8-8;ASCENSEURS ET INSTALLATIONS DE TRANSPORT;26.11.2001 16:26:03;;LOCAUXII;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
3.6.B;LABO ANIMALERIE;3-6;LOCAUX POUR ANIMAUX;10.10.2005 11:10:23;;ROY;16.01.2014 22:42:03;CADI_LOC_INTERF_AFM;
3.2.C;ATELIER DE BOIS;3-2;ATELIERS;26.11.2001 16:25:59;;LOCAUXII;16.01.2014 22:42:03;CADI_LOC_INTERF_AFM;
3.8.A;CUISINE-OFFICE-PREPARATION;3-8;CUISINES;26.11.2001 16:26:00;;LOCAUXII;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
7.7.Z6;ABRI-DORTOIRS;7-7;LOCAUX DE PROTECTION CIVILE;07.10.2005 12:14:22;;PPICHON;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
3.8.B;CUISINETTE;3-8;CUISINES;26.11.2001 16:26:00;;LOCAUXII;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
9.1.D;COULOIR, HALLS SALLE GRISE/BLANCHE;9-1;COULOIRS, HALLS;26.11.2001 16:26:00;;LOCAUXII;16.01.2014 22:42:03;CADI_LOC_INTERF_AFM;
7.1.B;DEPOT NETTOYAGE;7-1;LOCAUX SANITAIRES;26.11.2001 16:26:00;;LOCAUXII;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
7.1.V;DOUCHES;7-1;LOCAUX SANITAIRES;26.11.2001 16:26:00;;LOCAUXII;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
7.1.X;DOUCHES + WC HOMMES;7-1;LOCAUX SANITAIRES;26.11.2001 16:26:01;;LOCAUXII;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
7.1.J;ENTREE WC;7-1;LOCAUX SANITAIRES;26.11.2001 16:26:01;;LOCAUXII;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
9.2.A;ESCALIER;9-2;ESCALIERS;26.11.2001 16:26:01;;LOCAUXII;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
8.9.B;GAINE TECHNIQUE;8-9;INST. TECHNIQUES DIVERSES;26.11.2001 16:26:01;;LOCAUXII;04.02.2010 00:06:59;CADI_LOC_INTERF_AFM;
8.9.J;GALERIES TECHNIQUES;8-9;INST. TECHNIQUES DIVERSES;26.11.2001 16:26:01;;LOCAUXII;04.02.2010 00:06:59;CADI_LOC_INTERF_AFM;
8.4.A;GAZ-FLUIDES;8-4;GAZ (EXCEPTE POUR CHAUFFAGE), FLUIDES;26.11.2001 16:26:01;;LOCAUXII;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
8.5.J;STATION HT;8-5;ALIM. EN COURANT ELECTRIQUE;26.11.2001 16:26:01;;LOCAUXII;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
8.4.B;DISTRIB. GAZ VILLE;8-4;GAZ (EXCEPTE POUR CHAUFFAGE), FLUIDES;12.05.2005 14:53:27;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
7.3.B;DECHETS EMBALLAGES CHIMIQUES;7-3;DEBARRAS;26.11.2001 16:26:02;;LOCAUXII;16.01.2014 22:42:03;CADI_LOC_INTERF_AFM;
2.7.A;LOGE CONCIERGE;2-7;LOCAUX DE SURVEILLANCE;26.11.2001 16:26:02;;LOCAUXII;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
9.3.E;MONTE-CHARGE;9-3;GAINES POUR INSTALLATIONS DE TRANSPORT;26.11.2001 16:26:03;;LOCAUXII;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
1.3.B;CAFETERIA INTERNE;1-3;LOCAUX DE DETENTE;26.11.2001 16:26:03;;LOCAUXII;16.01.2014 22:42:03;CADI_LOC_INTERF_AFM;
8.0.A;INST.TECHN.ET CB_INFO;8-0;INSTALLATIONS TECHNIQUES D'EXPLOITATION;24.11.2004 12:56:59;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
8.5.M;ALIM.ELEC.ET CB_INFO;8-5;ALIM. EN COURANT ELECTRIQUE;24.11.2004 12:38:39;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
8.5.N;ALIM.ELEC.ET CB_TT_INFO;8-5;ALIM. EN COURANT ELECTRIQUE;24.11.2004 12:39:27;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
8.6.A;CB_INFO;8-6;TECHNIQUES DE COMMUNICATION;24.11.2004 13:22:52;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
8.6.B;CB_TT-INFO;8-6;TECHNIQUES DE COMMUNICATION;24.11.2004 13:23:18;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
9.1.B;CIRCULATION ET CB_INFO;9-1;COULOIRS, HALLS;24.11.2004 14:54:57;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
9.4.A;CIRCULATION PARKING;9-4;SURFACE POUR VEHICULES;01.12.2004 09:38:16;;PPICHON;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
3.2.A;ATELIER DE MECANIQUE;3-2;ATELIERS;24.12.2004;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
3.2.B;ATELIER D'ELECTRONIQUE;3-2;ATELIERS;24.12.2004;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
3.4.A;LABO DE MESURES EN PHYSIQUE FIGE;3-4;LABO DE PHYSIQUE, ELECTROTECHNIQUE;24.12.2004;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
3.4.B;LABO DE MESURES EN PHYSIQUE POLYV.;3-4;LABO DE PHYSIQUE, ELECTROTECHNIQUE;24.12.2004;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
3.4.C;LABO DE PHYSIQUE SECURISE;3-4;LABO DE PHYSIQUE, ELECTROTECHNIQUE;24.12.2004;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
3.5.A;LABO DE MESURES EN CHIMIE FIGE;3-5;LABO CHIMIE, BACTERIOLOGIE, MORPHOLOGIE;24.12.2004;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
3.5.C;LABO DE CHIMIE SECURISE;3-5;LABO CHIMIE, BACTERIOLOGIE, MORPHOLOGIE;24.12.2004;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
3.5.D;LABO DE SYNTHESES;3-5;LABO CHIMIE, BACTERIOLOGIE, MORPHOLOGIE;24.12.2004;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
3.5.E;LABO DE "NUIT";3-5;LABO CHIMIE, BACTERIOLOGIE, MORPHOLOGIE;24.12.2004;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
3.5.F;LABO ANALYTIQUE DE CHIMIE;3-5;LABO CHIMIE, BACTERIOLOGIE, MORPHOLOGIE;24.12.2004;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
3.5.I;LOCAL DE PREPARATION EN CHIMIE (RECH.);3-5;LABO CHIMIE, BACTERIOLOGIE, MORPHOLOGIE;24.12.2004;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
3.9.A;LABO LOURD;3-9;LOCAUX POUR TRAVAUX SPECIAUX;24.12.2004;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
4.1.A;MAGASIN;4-1;LOCAUX DE STOCKAGE;24.12.2004;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
5.1.B;AUDITOIRE AVEC CHAISES TABLETTES;5-1;LOCAUX D'ENSEIGNEMENT AVEC MOBILIER FIXE;24.12.2004;;RFAZAN;22.01.2008 20:34:55;CADI_LOC_INTERF_AFM;
5.3.A;SALLES DE TRAVAIL INFORMATISES-ETUDIANTS;5-3;LOCAUX D'ENS.ET D'EX.SPEC.SANS MOB.FIXE;24.12.2004;;RFAZAN;22.01.2008 20:34:55;CADI_LOC_INTERF_AFM;
5.3.C;LABO DE TP EN PHYSIQUE POLYVALENT;5-3;LOCAUX D'ENS.ET D'EX.SPEC.SANS MOB.FIXE;24.12.2004;;RFAZAN;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
5.3.D;LABO DE TP EN CHIMIE FIGE;5-3;LOCAUX D'ENS.ET D'EX.SPEC.SANS MOB.FIXE;24.12.2004;;RFAZAN;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
5.3.E;LABO DE TP EN CHIMIE POLYVALENT;5-3;LOCAUX D'ENS.ET D'EX.SPEC.SANS MOB.FIXE;24.12.2004;;RFAZAN;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
4.1.Y;DEPOT TOXIQUES;4-1;LOCAUX DE STOCKAGE;05.01.2005;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
5.2.A;ENSEIGNEMENT GENERAL;5-2;LOCAUX D'ENS.ET D'EX.GEN.SANS MOB.FIXE;24.01.2005;;RFAZAN;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
3.3.Z;ABRI-LABO;3-3;LABORATOIRES DE TECHNOLOGIE;25.01.2005 13:31:55;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
8.5.A;ALIM. EN COURANT ELECTRIQUE;8-5;ALIM. EN COURANT ELECTRIQUE;10.02.2005;;EBELING;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
3.3.0;LABO. DE TECHNOLOGIE;3-3;LABORATOIRES DE TECHNOLOGIE;13.09.2005 15:56:50;;PPICHON;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
3.4.D;LOCAL DE PREPARATION EN PHYSIQUE;3-4;LABO DE PHYSIQUE, ELECTROTECHNIQUE;18.02.2005;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
3.5.B;LABO DE MESURES EN CHIMIE POLYVAL.;3-5;LABO CHIMIE, BACTERIOLOGIE, MORPHOLOGIE;18.02.2005;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
3.5.H;LOCAL DE PREPARATION EN CHIMIE (ENS.);3-5;LABO CHIMIE, BACTERIOLOGIE, MORPHOLOGIE;18.02.2005;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
2.2.A;BUREAU PAYSAGER;2-2;BUREAUX PAYSAGERS;18.02.2005;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
3.6.0;LOCAUX D'ELEVAGE;3-6;LOCAUX POUR ANIMAUX;13.09.2005 15:56:50;;PPICHON;05.02.2013 22:56:14;CADI_LOC_INTERF_AFM;
4.3.0;LOCAUX DE REFRIGERATION, CONGELATION;4-3;LOCAUX DE REFRIGERATION, CONGELATION;13.09.2005 15:56:50;;PPICHON;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
2.5.B;HELP DESK;2-5;GUICHETS;18.11.2004 09:33:49;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
2.4.A;DESSIN;2-4;LOCAUX DE DESSIN;18.02.2005;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
5.3.H;LABO D'ENSEIGNEMENT;5-3;LOCAUX D'ENS.ET D'EX.SPEC.SANS MOB.FIXE;23.06.2006;;RFAZAN;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
3.4.R;LABO DE RECHERCHE;3-4;LABO DE PHYSIQUE, ELECTROTECHNIQUE;23.06.2006;;RFAZAN;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
5.2.B;FORMATION CONTINUE;5-2;LOCAUX D'ENS.ET D'EX.GEN.SANS MOB.FIXE;23.06.2006;;RFAZAN;16.01.2014 22:42:03;CADI_LOC_INTERF_AFM;
5.3.F;ENSEIGNEMENT INFORMATISE GENERIQUE;5-3;LOCAUX D'ENS.ET D'EX.SPEC.SANS MOB.FIXE;23.06.2006;;RFAZAN;22.01.2008 20:34:55;CADI_LOC_INTERF_AFM;
5.2.0;LOCAUX D'ENS.ET D'EX.GEN.SANS MOB.FIXE;5-2;LOCAUX D'ENS.ET D'EX.GEN.SANS MOB.FIXE;13.09.2005 15:56:50;;PPICHON;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
